"Timestamp","ist Ihnen Umweltschutz wichtig?","wenn Sie diese Möglichkeit gewählt haben:","Haben Sie Ergänzungen oder andere Vorschläge?","wenn Sie diese Möglichkeit gewählt haben:","Haben Sie Ergänzungen oder andere Vorschläge?","wenn Sie diese Möglichkeit gewählt haben:","Spielt das max. Paketgewicht von 2 KG für Sie eine Rolle?","Haben Sie Ergänzungen oder andere Vorschläge?","wenn Sie diese Möglichkeit gewählt haben:","Haben Sie Ergänzungen oder andere Vorschläge?","wenn Sie diese Möglichkeit gewählt haben:","Wenn Sie bereit sind zu warten, wie lange würden Sie warten?","Haben Sie Ergänzungen oder andere Vorschläge?","Bitte ordnen Sie die Optionen entsprechend Ihrer Präferenz. von 1 als erste Wahl und 5 als letzte Wahl. [Der Einsatz nur eines Zustellers ]","Bitte ordnen Sie die Optionen entsprechend Ihrer Präferenz. von 1 als erste Wahl und 5 als letzte Wahl. [Der Einsatz von autonomen (fahrerlosen) Robotern]","Bitte ordnen Sie die Optionen entsprechend Ihrer Präferenz. von 1 als erste Wahl und 5 als letzte Wahl. [Der Einsatz von Drohnen]","Bitte ordnen Sie die Optionen entsprechend Ihrer Präferenz. von 1 als erste Wahl und 5 als letzte Wahl. [Der Einsatz von Packstationen]","Bitte ordnen Sie die Optionen entsprechend Ihrer Präferenz. von 1 als erste Wahl und 5 als letzte Wahl. [Längere Wartezeiten in Kauf nehmen ]","Und warum war es Ihr Favorit?","Was halten Sie von der Möglichkeit, sich anzeigen zu lassen,wieviel CO2 Sie persönlich durch eine Aktion eingespart haben.","Geschlecht","Alter","Berufstätigkeit ","Haushaltsgröße","Wie sind die ersten beiden Ziffern ihrer PLZ:","Wohnsituation","Social Media:                                                                           Ich nutze folgende Dienste:"
"2021/06/03 2:32:30 pm EET","nicht immer","0,51 - 1,00 Euro","","um Bildungsangebote für prekär Beschäftigte zu unterstützen","","um Bildungsangebote für präker Beschäftigte zu unterstützen","ja, deshalb müssen auch schwere Pakete befördert werden können.","","ja, bei schlechtem Wetter;ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin","","ich erwarte einen Preisnachlass zu Gunsten von Umweltprojekten","bis zu zwei Tagen","","1","4","4","3","2","Ich sehe den Vorteil des bestellen das meine Ware zu mir nachhause kommt und ich nicht irgendwo hin muss. Eine Sammelstelle die mir alles auf einmal liefert würde ich begrüßen da es auch nervig ist wenn 5 mal am Tag ein Packetdienst schellt.","gut","männlich","36-45","Vollzeit","3-4","45","städtisch","andere Social Media"
"2021/06/03 2:32:41 pm EET","ja","0,10 - 0,50 Euro","","","","","","","","","ich erwarte einen Preisnachlass zu Gunsten von Umweltprojekten","bis zu zwei Tagen","","2","5","5","5","1","Weil es keine Arbeitsplätze gefährdet","ganz nett","weiblich","36-45","Vollzeit","1-2","45665","ländlich","andere Social Media"
"2021/06/03 2:41:22 pm EET","","0,10 - 0,50 Euro","","um Bildungsangebote für prekär Beschäftigte zu unterstützen","","um Bildungsangebote für präker Beschäftigte zu unterstützen","ja, deshalb müssen auch schwere Pakete befördert werden können.","","ja, bei schlechtem Wetter;ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin","","ich erwarte einen Preisnachlass für die verspäteten Lieferungen","bis zu drei Tagen","","1","4","4","1","4","","ganz nett","weiblich","56-65","Vollzeit","3-4","44","städtisch","Facebook;Twitter;Linkedin;andere Social Media"
"2021/06/03 2:42:40 pm EET","","","","","","","","","ja, bei schlechtem Wetter;ja, wenn das Paket zu schwer ist","","","","","5","4","3","1","1","","außerordentlich gut","weiblich","26-35","Vollzeit","1-2","44","städtisch","Instagram"
"2021/06/03 2:43:17 pm EET","ja","keine weitere Gebühr","dies wäre ja theoretisch bereits umsetzbar, wenn die Absender unterschiedliche Unternehmen anbieten, die der Kunde dann wählen kann.
Wir wohnen beispielsweise im Wald / Außenbereich und werden von der Post / DHL mit einem Elektrofahrzeug bedient. Die Zustellung ist auch nicht an jedem Tag. Also eine bereits gute Möglichkeit, die schon umgesetzt wurde. Leider kann man bei manchen Shops aber nicht wählen, von wem man beliefert werden will...
","","","","","","","","","","","1","3","4","5","2","1. - die Zustellung mit einem umweltfreundlichen Fahrzeug, selbst in abgelegene Zustellgebiete, ist immer machbar, im Gegensatz zu Robotern und Drohnen.
2. - längere Wartezeiten sind wir daher eh schon gewohnt.
3. - zu einer Packstation müsste der Zusteller und ich selbst fahren; das wären ja doppelter CO2-Ausstoß. (nächste Packstation ist rund 5km entfernt, mit erheblichen Steigungen)","brauche ich nicht","männlich","56-65","Vollzeit","1-2","42","ländlich","Facebook"
"2021/06/03 2:44:27 pm EET","ja","","","","","","","","","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","länger als eine Woche","","3","4","4","2","1","Möglichkeit CO2 einzusparen, ohne große Änderungen am bestehenden System vorzunehmen. Durch längere Wartezeiten auf Pakete zur privaten Adresse würden Angebote wie Poststationen, Lieferungen an Fillialen in der Nähe, Einkauf in Geschäften vor Ort wieder attraktiver werden. Die Förderung lokaler Akteure spart nachhaltig weiteres CO2 sein.","brauche ich nicht","weiblich","26-35","Vollzeit","1-2","45","städtisch","keine Social Media Nutzung"
"2021/06/03 2:49:55 pm EET","nicht immer","0,10 - 0,50 Euro","","um die Preise für die Paketauslieferung zu senken","","um die Preise für die Paketauslieferung zu senken","ja, deshalb müssen auch schwere Pakete befördert werden können.","","ja, wenn ich unter Zeitdruck bin","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","bis zu zwei Tagen","","3","3","3","3","3","","brauche ich nicht","männlich","56-65","Vollzeit","1-2","45","städtisch","keine Social Media Nutzung"
"2021/06/03 2:54:59 pm EET","ja","keine weitere Gebühr","","um die Preise für die Paketauslieferung zu senken;um Umweltprojekte im Inn- und Ausland mitzufinanzieren;um Bildungsangebote für prekär Beschäftigte zu unterstützen","","um die Preise für die Paketauslieferung zu senken;um Umweltprojekte im Inn- und Ausland mitzufinanzieren;um Bildungsangebote für präker Beschäftigte zu unterstützen","ja, deshalb müssen auch schwere Pakete befördert werden können.","","ja, bei schlechtem Wetter;ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","max. einen Tag","","1","3","3","2","4","","außerordentlich gut","männlich","36-45","Vollzeit","1-2","45","städtisch","keine Social Media Nutzung"
"2021/06/03 2:55:06 pm EET","außerordentlich","1,01 - 1,50 Euro","Die Pakete dem Inhalt anpassen. Dadurch Volumenreduzierung und weniger Fz können mehr Pakete fahren.  Unnötig große Pakete bedeuten auch wieder mehr abfall.","um die Preise für die Paketauslieferung zu senken","","um die Preise für die Paketauslieferung zu senken","nein, weil meine Pakete nie so viel wiegen","","ja, bei schlechtem Wetter;ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin","das Angebot mit der Packstation funktioniert oft nicht, Ware wird umgeleitet und kann dann erst nach tagen bei der Poststation abgeholt werden wenn sie überhaupt Informationen erhalten.","ich erwarte einen Preisnachlass zu Gunsten von Umweltprojekten","bis zu zwei Tagen","","2","4","5","3","2","","außerordentlich gut","männlich","56-65","Vollzeit","1-2","45731","ländlich","Facebook"
"2021/06/03 3:00:29 pm EET","außerordentlich","0,10 - 0,50 Euro","","","","","","","","","","","","1","","","2","","Erhält Arbeitsplätze ","gut","weiblich","46-55","Vollzeit","1-2","33","ländlich","Facebook;Instagram"
"2021/06/03 3:00:39 pm EET","ja","0,51 - 1,00 Euro","","","","","","","","","","","","1","4","5","2","3","Arbeitsplätze ","ganz nett","weiblich","46-55","Teilzeit","3-4","44","städtisch","Facebook;Instagram"
"2021/06/03 3:01:08 pm EET","nicht immer","0,10 - 0,50 Euro","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","ja, deshalb müssen auch schwere Pakete befördert werden können.","","ja, bei schlechtem Wetter;ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin","","ich erwarte einen Preisnachlass zu Gunsten von Umweltprojekten","max. einen Tag","","4","3","2","1","5","So kann ich entscheiden wann ich meine Pakete abhole, da ich tagsüber auch oft nicht da bin. ","außerordentlich gut","weiblich","36-45","Vollzeit","3-4","46","städtisch","Facebook;Twitter;Instagram;Linkedin"
"2021/06/03 3:02:09 pm EET","außerordentlich","1,01 - 1,50 Euro","","","","","","","","","","","","1","3","3","2","2","Ich möchte es weiterhin mit Menschen zu tun haben . Feste Lieferanten wären toll. Sie wissen wohin mit den Paketen; man kann eine Beziehung aufbauen ","gut","weiblich","46-55","Vollzeit","3-4","44627","städtisch","Instagram"
"2021/06/03 3:02:46 pm EET","ja","","","","","","","","","","","bis zu drei Tagen","Express sollte es noch geben gegen Aufpreis meinetwegen, aber manchmal braucht man Dinge eben auch einfach schneller , die es nur online gibt . Auf dem Land können wir leider nicht zu Fuß oder auch nicht unbedingt mit dem Rad zur Packstation fahren.","5","4","3","2","1","Warten ist okay, wenn man sich drauf einstellen kann. Roboter und Drohnen erachte ich als schwierig. Abschuss von Drohnen oder Manipulation von Robotern bzw wie bei uns muss der Postbote klingeln, damit er überhaupt rein kommt für Pakete. Tor verschlossen und direkt an Straße wohnend. ","gut","weiblich","26-35","Teilzeit","3-4","53894","ländlich","Facebook"
"2021/06/03 3:06:33 pm EET","außerordentlich","1,01 - 1,50 Euro","","","","","","","","","","","","1","4","5","2","3","Weil es für mich persönlich die beste Lösung ist und weil die Vorteile gegenüber den anderen Vorschlägen am nachhaltigsten für die Umwelt wären","gut","weiblich","56-65","Teilzeit","1-2","45","ländlich","keine Social Media Nutzung"
"2021/06/03 3:14:35 pm EET","ja","","","","","","","","","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","bis zu einer Woche","","4","5","5","4","2","Vorfreude ist die schoenste Freude! Ein paar Tage laenger zu warten ist fuer mich kein Problem. Ausnahmen sollte es allerdings geben, z.B. wenn der Kuehlschrank defekt ist.","brauche ich nicht","weiblich","46-55","","1-2","59","städtisch","Facebook"
"2021/06/03 3:17:54 pm EET","nicht immer","keine weitere Gebühr","","","","","","","","","","","","1","4","3","2","5","Bewährtes System aus der Gastronomie wie z.B. Wolt oder Lieferando","ganz nett","männlich","46-55","Vollzeit","1-2","45","städtisch","keine Social Media Nutzung"
"2021/06/03 3:20:03 pm EET","ja","","","","","","","","ja, bei schlechtem Wetter;ja, wenn das Paket zu schwer ist","","","","","5","5","5","1","2","Abholen erfolgt von mir zu einer Zeit die mir passt","brauche ich nicht","weiblich","56-65","Teilzeit","1-2","44","städtisch","Facebook"
"2021/06/03 3:22:46 pm EET","ja","0,51 - 1,00 Euro","","","","","","","","","","","","1","5","4","3","2","Finde ich am sinnvollsten h und zugleich am praktischsten. ","gut","weiblich","56-65","Teilzeit","3-4","45","städtisch","Facebook;Instagram"
"2021/06/03 3:22:59 pm EET","nicht immer","","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","","","","","","","","","","4","1","1","2","5","","ganz nett","weiblich","56-65","Vollzeit","3-4","40","städtisch","keine Social Media Nutzung"
"2021/06/03 3:23:36 pm EET","ja","1,01 - 1,50 Euro","","","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","","","","","","","","1","4","2","5","3","","ganz nett","weiblich","17-25","Vollzeit","1-2","45","städtisch","Facebook;Instagram"
"2021/06/03 3:26:22 pm EET","außerordentlich","1,01 - 1,50 Euro","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","ja, deshalb müssen auch schwere Pakete befördert werden können.","","ja, bei schlechtem Wetter;ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","bis zu zwei Tagen","","3","1","2","4","5","","gut","männlich","66+","","1-2","45","städtisch","keine Social Media Nutzung"
"2021/06/03 3:28:42 pm EET","ja","1,51 - 2,00 Euro","","","","","","","ja, bei schlechtem Wetter;ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin","","ich erwarte einen Preisnachlass zu Gunsten von Umweltprojekten","bis zu zwei Tagen","","1","5","4","2","3","Erscheint mir als einfach umzusetzen und für mich sehr komfortabel.","außerordentlich gut","weiblich","46-55","Teilzeit","3-4","44","ländlich","keine Social Media Nutzung"
"2021/06/03 3:30:22 pm EET","ja","0,51 - 1,00 Euro","","um die Preise für die Paketauslieferung zu senken;um Umweltprojekte im Inn- und Ausland mitzufinanzieren;um Bildungsangebote für prekär Beschäftigte zu unterstützen","","um die Preise für die Paketauslieferung zu senken;um Umweltprojekte im Inn- und Ausland mitzufinanzieren;um Bildungsangebote für präker Beschäftigte zu unterstützen","ja, aber diese Zustellungsart steckt noch in den Anfängen","","ja, bei schlechtem Wetter;ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin","","ich erwarte einen Preisnachlass für die verspäteten Lieferungen;ich erwarte einen Preisnachlass zu Gunsten von Umweltprojekten","max. einen Tag;bis zu zwei Tagen","","5","1","2","3","4","Zustellung, wie man es seit Jahren kennt. Vorstellung mi Drohnen und Robotern irgendwie noch komisch. Technik ggf noch nicht so ausgereift. Paketstation wird gerne genutzt.","ganz nett","männlich","46-55","Vollzeit","3-4","89","städtisch","Facebook;Twitter;Instagram"
"2021/06/03 3:31:15 pm EET","ja","0,10 - 0,50 Euro","","","","","","","","","","","","1","3","4","","5","Praktisch, weil es  zeitlich besser zu organisieren ist. Zudem ist es eben auch besser für die Umwelt, weil nicht viele verschiedene Paketboten mehrmals pro Tag fahren. ","gut","weiblich","36-45","Teilzeit","3-4","44","städtisch","Facebook;Instagram;Linkedin"
"2021/06/03 3:31:16 pm EET","ja","1,51 - 2,00 Euro","","","","","","","ja, bei schlechtem Wetter;ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin","","ich erwarte einen Preisnachlass zu Gunsten von Umweltprojekten","bis zu zwei Tagen","","1","5","4","3","2","Erscheint mir am einfachsten umzusetzen und ist für mich am komfortabelsten","außerordentlich gut","weiblich","46-55","Teilzeit","3-4","44","ländlich","keine Social Media Nutzung"
"2021/06/03 3:37:30 pm EET","ja","0,10 - 0,50 Euro","","um Bildungsangebote für prekär Beschäftigte zu unterstützen","","um Bildungsangebote für präker Beschäftigte zu unterstützen","ja, aber diese Zustellungsart steckt noch in den Anfängen","","ja, bei schlechtem Wetter;ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","bis zu zwei Tagen","","2","5","4","3","1","Passt am Besten in meine Lebensumstände (Kinder mit Behinderung, selber krank)","ganz nett","weiblich","46-55","","4+","40","städtisch","Facebook;Instagram"
"2021/06/03 3:39:41 pm EET","ja","mehr als 2,00 Euro","","","","","","","","","","","","1","4","4","3","3","Persönlicher Kontakt, eventuell Mitgabe von Rücksendungen ","gut","weiblich","36-45","Teilzeit","3-4","45","städtisch","Instagram"
"2021/06/03 3:40:15 pm EET","ja","0,51 - 1,00 Euro","","","","","ja, deshalb müssen auch schwere Pakete befördert werden können.","","","","","","","1","4","5","2","3","Ist am bequemsten ","brauche ich nicht","weiblich","46-55","Vollzeit","1-2","45","städtisch","Facebook;Instagram"
"2021/06/03 3:44:05 pm EET","ja","0,10 - 0,50 Euro","","","","","","","","","","","","1","","","2","3","","gut","männlich","56-65","","1-2","46","städtisch","Facebook;Instagram"
"2021/06/03 3:45:09 pm EET","ja","1,01 - 1,50 Euro","","","","","","","","","","","","1","4","5","2","3","","","männlich","66+","","1-2","45","städtisch","keine Social Media Nutzung"
"2021/06/03 3:45:35 pm EET","ja","1,51 - 2,00 Euro","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","","um die Preise für die Paketauslieferung zu senken","nein, ich berücksichtige das Gewicht bei der Bestellung","","ja, wenn das Paket zu schwer ist","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","bis zu drei Tagen","","1","2","2","2","3","Ist die einfachste Variante ","brauche ich nicht","weiblich","46-55","Vollzeit","1-2","45145","städtisch","Instagram;andere Social Media"
"2021/06/03 3:45:45 pm EET","außerordentlich","1,01 - 1,50 Euro","","","","","","","","","","","","1","","","","","Weil die Emmissioneneinsparung vorteilhaft ist,  keine im Fussgänger gefährdet werden und keine Gewichtseinschränkung besteht.","gut","weiblich","56-65","Vollzeit","3-4","32","ländlich","keine Social Media Nutzung"
"2021/06/03 3:48:49 pm EET","ja","1,01 - 1,50 Euro","","","","","","","","","","","","1","4","5","2","3","","ganz nett","männlich","56-65","Vollzeit","1-2","44","städtisch","keine Social Media Nutzung"
"2021/06/03 3:53:15 pm EET","nicht immer","keine weitere Gebühr","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren;um Bildungsangebote für prekär Beschäftigte zu unterstützen","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren;um Bildungsangebote für präker Beschäftigte zu unterstützen","ja, aber diese Zustellungsart steckt noch in den Anfängen","","ja, wenn das Paket zu schwer ist","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","bis zu einer Woche;länger als eine Woche","","1","5","4","4","1","Für Menschen am besten, wenn keine Roboter ihre Arbeit übernehmen, ausser es gibt das bedingungslose Grundeinkommen. Mit dem Anderen, dass kann ich mir gut vorstellen, es muss nicht immer alles sofort verfügbar sein.","ganz nett","weiblich","36-45","Teilzeit","1-2","45","städtisch","keine Social Media Nutzung"
"2021/06/03 3:58:36 pm EET","ja","","","","","","","","nein, ich werde beim Abholen auf den PKW verzichten","","","","","3","4","5","1","2","Flexibel beim Zeitpunkt der Abholung, Packstationen befinden sich sowieso in der Nähe vom Arbeitsplatz und Einkaufsmöglichkeiten","gut","weiblich","36-45","Teilzeit","1-2","73","ländlich","Facebook;Instagram;andere Social Media"
"2021/06/03 4:01:31 pm EET","ja","keine weitere Gebühr","Nein","","","","","","","","","","","1","5","4","2","3","Ich kann die Abholung selber steuern.","gut","männlich","36-45","Vollzeit","1-2","44","städtisch","andere Social Media"
"2021/06/03 4:04:33 pm EET","ja","","","","","","","","","","","","","1","4","5","2","3","","gut","männlich","46-55","Vollzeit","3-4","58","städtisch","Twitter;Linkedin;andere Social Media"
"2021/06/03 4:05:52 pm EET","außerordentlich","mehr als 2,00 Euro","Die Unternehmen sollten sich regional etablieren und sich gegenseitig abstimmen um die Einsparung von überflüssigen km effizienter zu gestalten ","um Bildungsangebote für prekär Beschäftigte zu unterstützen","","um Bildungsangebote für präker Beschäftigte zu unterstützen","ja, deshalb müssen auch schwere Pakete befördert werden können.","","ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","bis zu drei Tagen","Die Wartezeit die ich bereit bin einzugehen hängt von dem Inhalt und Anlass des Pakets ab. ","5","2","3","1","4","Klingt am effektivsten, sichert Arbeitsplätze und wirkt am realistischen in der kurzfristigen Umsetzung und längerfristigen Etablierung. ","außerordentlich gut","weiblich","26-35","Vollzeit","3-4","47","städtisch","Facebook"
"2021/06/03 4:10:14 pm EET","außerordentlich","","","","","","","","","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt;ich erwarte einen Preisnachlass zu Gunsten von Umweltprojekten","bis zu einer Woche","Kühlsendungen müssen eine Ausnahme bleiben. Möglich wäre eine Benachrichtigung über das Eintreffen der Kühlware beim Sammelpunkt so dass man ggf. früher, um die Ware nicht zu verderben, das Paket abholen kann?","3","4","5","2","1","Es ist nur in wenigen Ausnahmen wichtig, das Paket innerhalb kürzester Zeit zu erhalten. Und es ist vollkommen unnötig, 5x am Tag beliefert zu werden. Sofern sichergestellt ist, dass Kühlware nicht verdirbt, wäre das Optimal. 
Packstationen wären gut, wenn sie ein größeres Packvolumen hätten und so verteilt sind, dass man auch mit dem Fahrrad hin kann. Ein Zusteller wäre für die Lieferung gut, sofern dann auch der Arbeitsschutz bedacht wird. Autonome Zulieferer halte ich spontan für langfristig sicherer und weniger fehleranfällig, ist aber vermutlich kurzfristig weniger schnell umsetzbar als die angeführten Alternativen. Drohnen wären prinzipiell zwar eine Option, sind aber aufgrund der Gewichtsbeschränkung nur eingeschränkt sinnvoll und würde ich persönlich auch als optisch/akustisch ziemlich unangenehm empfinden, besonders in Vierteln in denen sehr viel hin geliefert wird. ","ganz nett","weiblich","26-35","Vollzeit","3-4","45","städtisch","Facebook;andere Social Media"
